SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT	WTD	OBSERVED	EXPECTED	ORFS
CENS	PWY-7198	"pyrimidine deoxyribonucleotides de novo biosynthesis IV"	7	6	630	-1.5	root (1)	Archaea (2157)	[O_49993_8,O_15752_2,O_62141_0,O_11549_16,O_22058_0,O_56351_0,O_57837_0,O_13398_3,O_13398_0,O_10918_0,O_36894_0,O_36894_1,O_17618_0,O_75938_3,O_52205_0,O_25491_5,O_54184_1,O_33591_3,O_74556_0,O_22584_2,O_63662_0,O_82096_0,O_77539_2,O_49993_0,O_10055_2,O_5008_0,O_5008_1,O_14342_0,O_38158_3,O_5953_0,O_94955_2,O_95559_0,O_21363_0,O_85183_0,O_15457_2,O_99559_0,O_97036_0,O_10039_4,O_23581_0,O_44671_0,O_17618_2,O_32374_1,O_65476_0,O_59205_0,O_27474_0,O_3806_0,O_58044_1,O_45989_1,O_1563_3,O_39062_3,O_46832_0,O_8853_2,O_16537_0,O_11068_2,O_50078_0,O_20156_0,O_57950_0,O_48482_1,O_18355_0,O_59128_8,O_29986_1,O_96846_0,O_59437_0,O_49575_0,O_48480_3,O_88527_0,O_82340_0,O_1741_4,O_52249_1,O_15402_4,O_19329_0,O_8518_0,O_46033_0,O_7568_2,O_61026_2,O_75571_0,O_75150_0,O_24636_0,O_11489_0,O_11521_3,O_15361_0,O_81756_0,O_16950_1,O_20768_0,O_35657_0,O_66376_0,O_35074_0,O_42460_2,O_93198_0,O_7314_0,O_66849_0,O_41463_0,O_10118_0,O_59711_0,O_47818_0,O_35184_1,O_74914_0,O_8582_9,O_74756_1,O_74756_0,O_11436_0,O_77858_0,O_56046_1,O_56046_0,O_70417_1,O_18058_2,O_70417_0,O_44939_2,O_44939_1,O_65490_0,O_46884_0,O_51076_1,O_57513_2,O_30200_0,O_69256_0,O_91449_0,O_13198_0,O_11807_3,O_20212_0,O_36806_47,O_72651_0,O_74438_1,O_52206_3,O_30652_0,O_74555_0,O_32258_0,O_28252_0,O_35784_1,O_35784_0,O_94837_1,O_94837_0,O_70857_0,O_70857_1,O_36895_0,O_40264_0,O_40264_1,O_59387_0,O_59387_1,O_19532_0,O_34620_0,O_90154_0,O_35786_1,O_72650_2,O_83603_0,O_71674_1,O_30738_0,O_25213_0,O_7375_0,O_6573_3,O_68840_13,O_57519_0,O_88220_0,O_2360_1,O_41386_2,O_36530_0,O_31425_6,O_10948_0,O_4389_2,O_27473_1,O_23380_0,O_62142_0,O_37898_4,O_16365_0,O_15612_0,O_53644_0,O_72261_0,O_69810_0,O_19596_0,O_34645_0,O_87998_0,O_27733_0,O_16521_1,O_30791_0,O_9843_1,O_34514_0,O_23427_0,O_23427_1,O_42511_0,O_88024_0,O_67121_0,O_89330_0,O_29848_26,O_29848_27,O_63079_1,O_64663_0,O_57182_1,O_81037_0,O_57762_0,O_18964_4,O_76607_0,O_60764_6,O_66821_0,O_96435_2,O_92198_1,O_41537_0,O_76774_0,O_10846_0,O_48619_0,O_49455_0,O_1087_0,O_58523_1,O_2837_0,O_81031_0,O_17277_0,O_89226_0,O_62958_0,O_51279_0,O_85648_1,O_91726_0,O_43321_2,O_88691_0,O_7093_1,O_2783_1,O_57837_1,O_8866_0,O_26757_1,O_6452_40,O_38796_0,O_75214_0,O_65907_4,O_65907_6,O_21267_5,O_53078_0,O_50226_0,O_58101_0,O_5842_0,O_57701_0,O_62541_10,O_9153_0,O_62541_11,O_61465_0,O_38671_0,O_49371_0,O_49371_1,O_6300_0,O_33084_2,O_9578_0,O_51313_2,O_10984_0,O_66600_0,O_23044_0,O_17369_0,O_77681_8,O_95123_0,O_24698_10,O_96513_0,O_44584_1,O_99353_0,O_2656_8,O_25230_1,O_52199_0,O_43297_0,O_37300_5,O_9809_0,O_96976_0,O_72064_1,O_24807_0,O_25685_0,O_47656_1,O_10974_1,O_56056_1,O_20748_0,O_37203_0,O_26826_4,O_20917_7,O_49973_2,O_94795_0,O_67371_2,O_41387_0,O_34398_0,O_68662_0,O_14739_0,O_14739_1,O_31715_4,O_32396_0,O_15752_5,O_15508_0,O_2912_0,O_49403_0,O_33802_1,O_44542_0,O_75461_0,O_52878_0,O_77811_2,O_9805_0,O_77811_1,O_5663_1,O_96147_0,O_60790_1,O_44902_1,O_63230_2,O_82928_1,O_25903_3,O_90930_0,O_14339_0,O_40184_1,O_40184_0,O_42671_7,O_76843_2,O_82171_0,O_20918_0,O_18801_5,O_61567_0,O_30646_1,O_30646_0,O_18965_0,O_18965_3,O_42871_1,O_31699_4,O_17799_0,O_12591_0,O_12591_1,O_42444_0,O_54838_1,O_28578_0,O_95588_0,O_91007_0,O_11490_4,O_95580_0,O_2205_0,O_4157_0,O_12005_0,O_78870_0,O_33376_7,O_52643_0,O_56079_0,O_26121_0,O_415_1,O_33376_8,O_13470_2,O_13470_0,O_48911_1,O_141_0,O_63355_0,O_77223_1,O_71940_0,O_19988_1,O_5037_1,O_3987_0,O_47657_0,O_88664_0,O_23741_0,O_50225_0,O_11519_0,O_70984_2,O_9117_6,O_44126_1,O_80382_0,O_26763_0,O_20937_0,O_28392_3,O_49370_0,O_45147_0,O_38496_0,O_61770_0,O_73756_0,O_32280_0,O_20628_1,O_81984_0,O_76148_0,O_99720_0,O_7151_1,O_22708_1,O_89307_0,O_22708_3,O_77729_0,O_77729_1,O_42871_2,O_6112_0,O_83919_1,O_639_0,O_5843_0,O_4830_0,O_54440_2,O_51064_0,O_11798_3,O_256_2,O_39937_0,O_9843_0,O_60956_0,O_82655_0,O_48597_3,O_46102_0,O_48697_0,O_41037_2,O_14461_3,O_34961_0,O_67215_0,O_40311_0,O_17372_2,O_51695_1,O_40358_0,O_559_0,O_41413_18,O_14462_1,O_14462_0,O_8243_7,O_75460_0,O_75460_1,O_57073_0,O_80173_0,O_99546_0,O_1360_0,O_57177_0,O_74279_0,O_86288_0,O_11380_0,O_97331_1,O_91418_0,O_17095_5,O_20622_0,O_2226_0,O_26624_0,O_54729_0,O_82977_0,O_72644_0,O_68004_0,O_11874_0,O_4780_0,O_65117_0,O_20754_4,O_1329_0,O_44932_0,O_60729_2,O_30647_0,O_83738_0,O_20919_1,O_48597_0,O_29475_1,O_10218_3,O_10218_0,O_82083_0,O_25634_0,O_67504_0,O_57315_1,O_63626_0,O_88661_0,O_61983_0,O_60600_0,O_70134_0,O_70134_2,O_27178_0,O_44569_3,O_80205_0,O_8582_8,O_36396_0,O_39936_3,O_55545_0,O_50849_0,O_5361_0,O_97055_0,O_78668_0,O_74662_1,O_91432_0,O_24355_0,O_56846_0,O_91022_0,O_35692_0,O_69536_0,O_57257_0,O_57257_1,O_2738_1,O_2738_0,O_26805_0,O_58678_1,O_15967_1,O_73605_2,O_73605_1,O_20435_3,O_594_1,O_6113_0,O_11133_1,O_46265_1,O_46265_0,O_29573_2,O_43280_0,O_75694_0,O_75309_0,O_31793_0,O_17761_0,O_17761_1,O_92106_0,O_78875_0,O_82353_0,O_83873_0,O_46241_1,O_46241_0,O_6299_0,O_43128_0,O_77243_2,O_60765_0,O_32209_1,O_13023_0,O_15307_0,O_2803_0,O_95171_0,O_58102_0,O_10504_0,O_84525_0,O_83810_0,O_11799_0,O_38960_1,O_75694_1,O_22689_2,O_81843_0,O_16375_1,O_82695_0,O_9132_23,O_9132_22,O_14490_0,O_67169_0,O_64178_5,O_64178_0,O_15888_1,O_52530_1,O_61302_1,O_46513_0,O_68984_0,O_57634_0,O_38895_1,O_58679_2,O_2119_0,O_49994_1,O_13741_0,O_20753_2,O_16299_0,O_66997_1,O_22540_0,O_66936_0,O_31241_1,O_9141_0,O_50769_1,O_50769_0,O_10056_0,O_54965_0,O_64385_0,O_33663_0,O_26132_0,O_18801_4,O_17095_0,O_80309_0,O_93908_0,O_44598_0,O_38849_0,O_89178_1,O_22501_0,O_59794_4,O_53251_4,O_57633_0,O_58679_0,O_96694_0,O_38611_2,O_33557_0,O_5081_0,O_78645_0,O_32461_0,O_85318_0,O_15862_0,O_16536_2,O_69250_0,O_12270_1,O_50848_2,O_19560_0,O_3442_0,O_45940_0,O_25212_10,O_25212_11,O_34163_0,O_76147_2,O_67260_1,O_25491_4,O_49880_1,O_16817_0,O_3440_0,O_42836_0,O_41413_21,O_44856_0,O_26448_0,O_28796_0,O_60025_0,O_3008_0,O_74792_0,O_43448_2,O_43281_0,O_57275_0,O_70341_1,O_36391_3,O_36391_0,O_20549_0,O_20549_1,O_75308_1,O_28477_0,O_94437_0,O_57648_0,O_57648_1,O_83686_0,O_1337_1,O_58786_0,O_58786_1,O_13022_4,O_13022_5,O_75743_7,O_17281_0,O_27662_0,O_593_1,O_41528_0,O_81044_0,O_62387_0,O_47522_1,O_44491_0,O_2899_0,O_16629_0,O_18193_17,O_49313_1,O_47560_0,O_33936_3,O_33936_0,O_14497_0,O_11311_5,O_11311_6,O_59984_2,O_67106_4,O_93820_0,O_35196_1,O_12895_1,O_69032_0,O_34543_2,O_20919_0,O_74416_0,O_50182_0]
CENS	PWY-7199	"pyrimidine deoxyribonucleosides salvage"	5	4	51	-1.5	root (1)	Bacteria (2)	[O_95580_0,O_1087_0,O_33802_1,O_49993_0,O_26121_0,O_22945_0,O_61302_1,O_11068_2,O_50849_0,O_60765_0,O_52902_0,O_54729_0,O_8446_3,O_22584_2,O_19532_0,O_61026_2,O_60764_6,O_2656_8,O_50848_2,O_35184_1,O_27662_0,O_74792_0,O_71674_1,O_21267_5,O_35657_0,O_55292_3,O_15402_4,O_51076_1,O_92198_1,O_43881_1,O_58044_1,O_11133_1,O_28392_3,O_31699_4,O_44856_0,O_43448_2,O_53251_4,O_67169_0,O_11807_3,O_34620_0,O_61983_0,O_81044_0,O_23044_0,O_77681_8,O_76843_2,O_76774_0,O_72869_2,O_45989_1,O_2912_0,O_23380_0,O_83686_0]
CENS	PWY-6502	"oxidized GTP and dGTP detoxification"	4	1	1	-1.5	root (1)	Bacteria (2)	[O_59420_0]
CENS	PWY-7193	"pyrimidine ribonucleosides salvage I"	3	2	7	-1.5	root (1)	Eukaryota (2759)	[O_67272_0,O_31885_5,O_43881_1,O_22945_0,O_52902_0,O_72869_2,O_8446_3]
CENS	PWY-7197	"pyrimidine deoxyribonucleotide phosphorylation"	4	4	13	-1.5	root (1)	Eukaryota (2759)	[O_30200_0,O_67371_2,O_22058_0,O_331_0,O_32374_1,O_43321_2,O_17799_0,O_91022_0,O_15888_1,O_70341_1,O_17372_2,O_9117_6,O_7093_1]
CENS	2OXOBUTYRATECAT-PWY	"2-oxobutanoate degradation II"	2	1	7	-1.5	root (1)	Archaea (2157)	[O_1643_0,O_63_3,O_40913_0,O_26198_0,O_53470_0,O_6784_9,O_25855_0]
CENS	PWY-1042	"glycolysis IV (plant cytosol)"	10	9	63	-1.75	root (1)	Viridiplantae (33090)	[O_9112_0,O_65694_0,O_16990_7,O_5686_1,O_42216_1,O_67457_0,O_95573_0,O_14378_2,O_24203_1,O_95851_0,O_65496_1,O_34571_0,O_84655_1,O_2917_0,O_2917_1,O_65496_0,O_6793_0,O_9622_3,O_99429_0,O_81276_0,O_65037_0,O_4764_0,O_38760_0,O_76632_2,O_49312_0,O_56331_0,O_77013_3,O_71628_2,O_16532_0,O_29183_1,O_48269_1,O_8275_1,O_56103_1,O_56103_0,O_4763_1,O_8218_9,O_31894_0,O_72493_0,O_81544_1,O_11447_0,O_64059_0,O_50185_1,O_31403_0,O_80116_0,O_66606_1,O_32344_1,O_33622_0,O_2775_1,O_30030_1,O_4633_1,O_59944_2,O_21729_3,O_21_3,O_7621_0,O_69757_0,O_69772_0,O_81717_0,O_76678_0,O_76678_1,O_36273_0,O_95054_0,O_88820_0,O_76677_1]
CENS	GLYCLEAV-PWY	"glycine cleavage"	3	3	38	-1.5	root (1)	Archaea (2157)	[O_90059_0,O_91641_0,O_1608_3,O_13834_0,O_81647_0,O_3422_0,O_44225_1,O_80283_0,O_30115_0,O_75873_1,O_86635_0,O_40411_0,O_12622_1,O_40411_2,O_12623_0,O_62033_0,O_25385_0,O_88320_0,O_80894_0,O_82877_0,O_91483_0,O_32050_0,O_94683_0,O_38352_0,O_58135_0,O_8121_1,O_9618_3,O_9116_0,O_46293_3,O_46293_0,O_2543_0,O_99801_1,O_26589_0,O_2542_0,O_34183_0,O_2544_1,O_4977_3,O_24857_0]
CENS	PWY-7581	"N-acetylneuraminate and N-acetylmannosamine degradation II"	2	1	4	-1.99609375	root (1)	Bacteroides (816)	[O_8218_10,O_4763_0,O_69785_0,O_69784_2]
CENS	PWY-6147	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	5	3	54	-1.5	root (1)	Bacteria (2)	[O_66945_1,O_66804_0,O_76054_0,O_15865_0,O_32243_1,O_29894_0,O_39452_0,O_68935_1,O_88056_0,O_64962_0,O_52519_0,O_10422_1,O_44576_0,O_69708_2,O_69900_1,O_49474_0,O_84595_0,O_10294_1,O_14405_2,O_66842_1,O_3552_1,O_49977_0,O_80510_1,O_95561_0,O_37768_0,O_6190_0,O_23351_0,O_5269_0,O_90069_0,O_11227_3,O_97977_0,O_24349_0,O_41291_2,O_14234_1,O_54070_0,O_97263_1,O_19213_1,O_70786_1,O_1578_1,O_33059_0,O_63486_0,O_14406_0,O_43448_0,O_48150_0,O_89206_0,O_93166_0,O_53821_1,O_55438_0,O_60558_0,O_15200_1,O_67191_1,O_20816_1,O_42688_1,O_74543_3]
CENS	PWY-7587	"oleate biosynthesis III (cyanobacteria)"	3	2	14	-1.9375	root (1)	Cyanobacteria (1117)	[O_23900_2,O_52594_0,O_99084_0,O_53018_0,O_99132_1,O_1724_6,O_61372_0,O_53890_0,O_59970_1,O_75515_0,O_46789_0,O_65736_0,O_18890_4,O_8123_0]
CENS	PWY-7586	"beta-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation"	3	2	13	-1.875	root (1)	Bacteroidetes/Chlorobi group (68336)	[O_71014_0,O_28256_1,O_24393_0,O_23350_0,O_21736_7,O_32768_0,O_36718_0,O_32604_0,O_9458_1,O_20220_1,O_73678_1,O_69884_0,O_53306_2]
CENS	SAM-PWY	"S-adenosyl-L-methionine biosynthesis"	1	1	18	-1.5	root (1)	Archaea (2157)	[O_35546_4,O_43237_0,O_65311_0,O_37895_1,O_91144_1,O_47961_9,O_77388_0,O_69844_5,O_52677_0,O_29722_0,O_44533_0,O_37878_4,O_30487_0,O_51577_0,O_8781_0,O_35547_0,O_55179_0,O_58488_0]
CENS	P42-PWY	"incomplete reductive TCA cycle"	7	7	52	-1.875	root (1)	Methanomicrobia (224756)	[O_35454_2,O_87813_0,O_46467_1,O_16019_0,O_48139_0,O_37208_0,O_27719_0,O_80166_0,O_38935_0,O_5422_0,O_8247_1,O_27542_2,O_39635_0,O_46468_0,O_63529_1,O_86206_0,O_13071_4,O_43512_0,O_28016_0,O_92207_0,O_89129_1,O_10319_4,O_11555_1,O_84887_1,O_27506_0,O_22146_1,O_2489_1,O_90878_0,O_98882_0,O_19161_1,O_79217_0,O_35454_1,O_53469_2,O_82531_0,O_95856_0,O_67278_1,O_6755_0,O_67873_1,O_67873_0,O_92949_0,O_70526_0,O_30659_1,O_84575_1,O_14377_1,O_40465_1,O_41062_0,O_25187_0,O_25801_0,O_1667_0,O_2489_0,O_71433_2,O_91666_0]
CENS	PWY0-541	"cyclopropane fatty acid (CFA) biosynthesis"	1	1	7	-1.5	root (1)	Bacteria (2)	[O_16971_0,O_4487_1,O_28468_1,O_4296_5,O_76513_6,O_54073_0,O_32372_1]
CENS	PWY-6756	"S-methyl-5-thioadenosine degradation II"	1	1	1	-1.5	root (1)	Eukaryota (2759)	[O_43553_1]
CENS	PWY0-1280	"ethylene glycol degradation"	2	0	2	-1.75	root (1)	Proteobacteria (1224)	[O_30535_1,O_92049_0]
CENS	SALVPURINE2-PWY	"xanthine and xanthosine salvage"	2	2	5	-1.5	root (1)	Archaea (2157)	[O_48085_0,O_8800_0,O_23216_1,O_29015_0,O_29765_0]
CENS	PWY-6617	"adenosine nucleotides degradation III"	1	1	5	-1.5	root (1)	Bacteria (2)	[O_45664_1,O_92808_0,O_39291_4,O_76101_1,O_39292_0]
CENS	PWY-6614	"tetrahydrofolate biosynthesis"	3	3	13	-1.5	root (1)	Bacteria (2)	[O_42215_0,O_25726_1,O_97075_0,O_1180_0,O_14384_2,O_94375_1,O_28660_1,O_65516_0,O_10294_0,O_68653_1,O_68748_1,O_21267_2,O_74792_1]
CENS	PWY-6613	"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate"	2	2	8	-1.5	root (1)	Eukaryota (2759)	[O_59494_0,O_33210_1,O_90422_0,O_59241_0,O_22975_4,O_28305_3,O_893_3,O_775_0]
CENS	PWY-6610	"adenine salvage"	3	3	15	-1.5	root (1)	Archaea (2157)	[O_74146_6,O_50482_0,O_29791_0,O_23623_1,O_65311_2,O_80179_0,O_2010_1,O_19607_0,O_17720_0,O_6861_0,O_26493_1,O_72519_1,O_89420_0,O_8762_2,O_43622_0]
CENS	PWY-7269	"NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)"	5	2	18	-1.875	root (1)	Fungi (4751)	[O_18252_2,O_60833_0,O_14018_0,O_551_0,O_43459_1,O_286_7,O_51982_1,O_48445_1,O_43598_1,O_90309_0,O_93888_0,O_58812_1,O_4960_8,O_26209_0,O_61978_4,O_66635_0,O_25695_0,O_29430_1]
CENS	PWY66-378	"androgen biosynthesis"	6	3	3	-1.998046875	root (1)	Vertebrata (7742)	[O_54711_0,O_82385_0,O_16811_1]
CENS	PWY-5921	"glutaminyl-tRNAgln biosynthesis via transamidation"	2	2	25	-1.5	root (1)	Eukaryota (2759)	[O_1838_0,O_93822_0,O_1839_0,O_57171_0,O_64491_1,O_21688_1,O_21688_0,O_60103_1,O_75742_2,O_95825_0,O_67563_0,O_1970_1,O_48400_0,O_14383_0,O_49554_0,O_90511_0,O_90511_1,O_72667_0,O_21329_1,O_1726_4,O_1725_4,O_23899_1,O_53197_0,O_1840_0,O_83041_0]
CENS	GLYOXYLATE-BYPASS	"glyoxylate cycle"	6	6	32	-1.5	root (1)	Archaea (2157)	[O_45304_0,O_77391_1,O_98787_1,O_16019_0,O_38935_0,O_44982_1,O_71939_0,O_22806_0,O_27542_2,O_27653_1,O_45880_1,O_88162_0,O_86206_0,O_78557_0,O_40465_1,O_44985_0,O_92207_0,O_29590_0,O_11094_0,O_1691_0,O_44915_0,O_62332_0,O_78600_0,O_35679_0,O_35679_1,O_35454_1,O_38045_0,O_14377_1,O_47685_0,O_54639_0,O_38044_0,O_14756_1]
CENS	12DICHLORETHDEG-PWY	"1,2-dichloroethane degradation"	4	1	1	-1.5	root (1)	Bacteria (2)	[O_40996_0]
CENS	PWY-4061	"glutathione-mediated detoxification I"	5	2	53	-1.75	root (1)	Opisthokonta (33154)	[O_4824_8,O_96674_1,O_3876_1,O_289_0,O_16701_6,O_32527_8,O_16359_0,O_16358_1,O_96041_1,O_14870_0,O_56142_1,O_66734_0,O_40294_1,O_48307_1,O_3522_0,O_60290_1,O_26789_3,O_51772_0,O_28778_0,O_94723_1,O_76795_1,O_23765_0,O_88848_0,O_65579_1,O_32666_0,O_54080_0,O_44138_3,O_32603_1,O_91040_0,O_19183_0,O_2197_0,O_20418_0,O_48308_0,O_25689_0,O_69656_2,O_31218_0,O_16360_0,O_25688_4,O_37274_0,O_55477_2,O_93496_1,O_64221_1,O_87022_0,O_15841_1,O_86535_0,O_31217_2,O_62006_0,O_63090_0,O_16900_0,O_10358_4,O_28202_1,O_2454_1,O_40238_0]
CENS	PWY66-373	"sucrose degradation V (sucrose alpha-glucosidase)"	5	2	12	-1.99999237061	root (1)	Mammalia (40674)	[O_9112_0,O_2917_1,O_71628_2,O_42216_1,O_6793_0,O_29183_1,O_4633_1,O_95573_0,O_56103_0,O_95851_0,O_72493_0,O_84655_1]
CENS	PWY-7307	"oleate beta-oxidation (reductase-dependent, yeast)"	3	1	3	-1.875	root (1)	Fungi (4751)	[O_61694_0,O_47063_0,O_41521_0]
CENS	TEICHOICACID-PWY	"teichoic acid (poly-glycerol) biosynthesis"	8	4	7	-1.875	root (1)	Firmicutes (1239)	[O_46530_1,O_26005_0,O_13967_6,O_73092_0,O_42868_0,O_84072_0,O_59888_0]
CENS	PWY6666-2	"dopamine degradation"	5	2	11	-1.875	root (1)	Metazoa (33208)	[O_14018_0,O_551_0,O_51982_1,O_48445_1,O_90309_0,O_58812_1,O_4960_8,O_8066_2,O_26209_0,O_66635_0,O_19412_0]
CENS	PWY-5924	"limonene degradation II (L-limonene)"	7	1	1	-1.5	root (1)	Bacteria (2)	[O_14050_0]
CENS	PWY-1781	"beta-alanine degradation II"	2	1	1	-1.75	root (1)	Proteobacteria (1224)	[O_4861_0]
CENS	P222-PWY	"sulfide oxidation I (sulfide-quinone reductase)"	1	1	5	-1.75	root (1)	Proteobacteria (1224)	[O_97323_0,O_36601_1,O_61742_1,O_60423_1,O_66641_0]
CENS	TREHALOSESYN-PWY	"trehalose biosynthesis III"	2	1	2	-1.875	root (1)	Actinobacteria <phylum> (201174)	[O_44921_0,O_71741_1]
CENS	PWY-6932	"selenate reduction"	5	1	5	-1.5	root (1)	Bacteria (2)	[O_9202_2,O_27634_1,O_74682_0,O_88888_1,O_17261_0]
CENS	PWY-6936	"seleno-amino acid biosynthesis"	5	3	26	-1.75	root (1)	Viridiplantae (33090)	[O_4296_47,O_45233_1,O_91966_0,O_86519_0,O_86096_0,O_35826_0,O_73953_0,O_78526_1,O_29341_1,O_22712_1,O_53385_0,O_3824_1,O_85786_0,O_31987_2,O_26439_1,O_27005_0,O_52467_1,O_37076_1,O_78150_0,O_29389_1,O_8315_1,O_77723_2,O_2893_0,O_52467_2,O_99350_0,O_7615_1]
CENS	PWY-5189	"tetrapyrrole biosynthesis II (from glycine)"	4	4	34	-1.75	root (1)	Euglenozoa (33682)	[O_17979_1,O_32356_0,O_12871_0,O_77131_0,O_96336_0,O_61419_0,O_73435_0,O_53733_7,O_94877_0,O_32357_0,O_61978_6,O_23076_0,O_15539_0,O_74368_5,O_85945_0,O_58712_0,O_75515_2,O_57720_2,O_35734_0,O_10488_0,O_32313_0,O_98495_0,O_46353_1,O_49094_0,O_11950_1,O_13631_0,O_57465_1,O_90353_1,O_72023_0,O_95854_0,O_49093_0,O_57632_0,O_9615_1,O_72022_1]
CENS	PWY-5188	"tetrapyrrole biosynthesis I (from glutamate)"	6	6	47	-1.5	root (1)	Archaea (2157)	[O_1957_1,O_1423_0,O_17979_1,O_32356_0,O_21551_0,O_57720_2,O_52986_0,O_77131_0,O_7752_0,O_79674_0,O_45395_0,O_96938_0,O_84974_0,O_99519_0,O_73435_0,O_54738_0,O_48313_0,O_35617_0,O_94877_0,O_32357_0,O_23076_0,O_15539_0,O_11772_0,O_40022_0,O_85945_0,O_58712_0,O_86069_0,O_96017_1,O_11950_0,O_21429_1,O_35734_0,O_65335_0,O_86801_0,O_23478_1,O_21669_0,O_98495_0,O_49094_0,O_46353_1,O_11950_1,O_57465_1,O_95854_0,O_15390_0,O_49093_0,O_57632_1,O_57632_0,O_9615_1,O_80739_0]
CENS	ARGSYNBSUB-PWY	"L-arginine biosynthesis II (acetyl cycle)"	9	9	86	-1.5	root (1)	Bacteria (2)	[O_31756_0,O_70907_1,O_70907_0,O_76027_2,O_1753_1,O_95005_0,O_32129_0,O_11937_2,O_7810_1,O_3869_1,O_51028_2,O_92545_1,O_51286_0,O_14381_3,O_70972_0,O_81177_0,O_30766_0,O_81144_0,O_8084_2,O_8084_1,O_31755_0,O_17043_1,O_95023_0,O_3798_0,O_26789_0,O_52024_0,O_60113_0,O_76513_21,O_17168_0,O_6652_0,O_12089_0,O_37400_3,O_42056_0,O_56041_0,O_44332_0,O_91033_0,O_27324_1,O_59420_1,O_52472_1,O_82272_0,O_7996_0,O_71908_1,O_62285_0,O_8085_0,O_3153_0,O_14780_1,O_49201_0,O_63828_0,O_52472_0,O_78316_0,O_87320_1,O_41338_1,O_41338_0,O_28874_2,O_81144_1,O_8414_0,O_54320_0,O_93265_0,O_69394_0,O_93188_0,O_58640_0,O_22784_1,O_61083_0,O_6757_0,O_23102_1,O_7645_2,O_22201_1,O_97810_0,O_64952_0,O_58873_0,O_76257_1,O_90091_1,O_42301_0,O_185_0,O_91450_0,O_6651_5,O_37777_0,O_17314_0,O_30594_0,O_86714_0,O_21560_0,O_27631_0,O_35751_1,O_20067_0,O_29303_0,O_69683_0]
CENS	PWY-2301	"myo-inositol biosynthesis"	2	1	22	-1.5	root (1)	Eukaryota (2759)	[O_63847_1,O_3748_1,O_42902_3,O_36404_0,O_26588_0,O_39400_0,O_82659_0,O_35153_5,O_17168_1,O_73606_1,O_72288_0,O_29836_0,O_42058_0,O_95140_0,O_65609_0,O_44332_1,O_32607_0,O_67278_0,O_8317_2,O_37332_0,O_99676_0,O_15337_0]
CENS	PWY-7238	"sucrose biosynthesis II"	8	6	29	-1.75	root (1)	Viridiplantae (33090)	[O_39942_0,O_25794_1,O_19338_1,O_32604_0,O_65548_0,O_35909_1,O_40234_0,O_46520_0,O_40956_0,O_42216_0,O_25975_0,O_35865_0,O_32603_2,O_60914_0,O_81163_0,O_73827_0,O_32960_0,O_83697_0,O_23350_0,O_24304_4,O_45700_0,O_28273_0,O_70463_1,O_54823_0,O_83107_0,O_32768_0,O_28135_1,O_25009_0,O_97970_0]
CENS	THREONINE-DEG2-PWY	"L-threonine degradation II"	2	2	7	-1.5	root (1)	Bacteria (2)	[O_93620_0,O_93620_1,O_10162_0,O_48219_0,O_82089_0,O_15284_1,O_48218_0]
CENS	PWY66-387	"fatty acid alpha-oxidation II"	6	4	58	-1.875	root (1)	Metazoa (33208)	[O_93070_0,O_27408_0,O_17971_0,O_40913_1,O_37006_2,O_48445_1,O_24835_0,O_66635_0,O_49884_0,O_90871_0,O_26380_1,O_77914_4,O_24001_1,O_51982_1,O_47952_0,O_7887_1,O_94203_0,O_47490_0,O_77780_2,O_12744_0,O_58812_1,O_98154_0,O_61673_2,O_58562_1,O_77766_1,O_14538_3,O_21176_5,O_96705_0,O_36434_0,O_70122_0,O_74899_0,O_46497_2,O_41777_0,O_90309_0,O_4960_8,O_4960_9,O_65524_1,O_38129_0,O_41776_0,O_8733_0,O_14018_0,O_3673_0,O_551_0,O_71735_0,O_76998_2,O_34774_0,O_67425_0,O_62884_0,O_45293_0,O_4977_0,O_26107_1,O_24700_1,O_24535_1,O_26209_0,O_34345_0,O_24002_0,O_6583_0,O_79898_0]
CENS	PWY-6807	"xyloglucan degradation II (exoglucanase)"	6	3	1	-1.875	root (1)	Fungi (4751)	[O_78665_0]
CENS	PWY-5695	"urate biosynthesis/inosine 5-phosphate degradation"	4	4	30	-1.5	root (1)	Bacteria (2)	[O_24432_0,O_87291_0,O_2689_0,O_12616_0,O_67505_0,O_26723_3,O_37019_0,O_67050_3,O_23030_0,O_48085_0,O_26913_0,O_23216_1,O_1317_0,O_14206_0,O_28057_0,O_80227_0,O_12454_0,O_41177_1,O_45242_1,O_44624_0,O_32788_0,O_32788_3,O_11630_26,O_2677_0,O_32780_0,O_97476_0,O_25600_5,O_91411_0,O_8800_0,O_97744_0]
